date,count,package
2015-09-26,94,agricolae
2015-09-27,96,agricolae
2015-09-28,180,agricolae
2015-09-29,200,agricolae
2015-09-30,228,agricolae
2015-10-01,269,agricolae
2015-10-02,238,agricolae
2015-10-03,112,agricolae
2015-10-04,98,agricolae
2015-10-05,338,agricolae
2015-10-06,269,agricolae
2015-10-07,389,agricolae
2015-10-08,394,agricolae
2015-10-09,268,agricolae
2015-10-10,143,agricolae
2015-10-11,124,agricolae
2015-10-12,221,agricolae
2015-10-13,512,agricolae
2015-10-14,350,agricolae
2015-10-15,382,agricolae
2015-10-16,346,agricolae
2015-10-17,175,agricolae
2015-10-18,169,agricolae
2015-10-19,342,agricolae
2015-10-20,470,agricolae
2015-10-21,334,agricolae
2015-10-22,282,agricolae
2015-10-23,256,agricolae
2015-10-24,108,agricolae
2015-10-25,114,agricolae
2015-10-26,346,agricolae
2015-10-27,290,agricolae
2015-10-28,216,agricolae
2015-10-29,200,agricolae
2015-10-30,226,agricolae
2015-10-31,115,agricolae
2015-11-01,100,agricolae
2015-11-02,223,agricolae
2015-11-03,261,agricolae
2015-11-04,252,agricolae
2015-11-05,434,agricolae
2015-11-06,283,agricolae
2015-11-07,138,agricolae
2015-11-08,122,agricolae
2015-11-09,429,agricolae
2015-11-10,344,agricolae
2015-11-11,270,agricolae
2015-11-12,265,agricolae
2015-11-13,205,agricolae
2015-11-14,81,agricolae
2015-11-15,74,agricolae
2015-11-16,230,agricolae
2015-11-17,236,agricolae
2015-11-18,185,agricolae
2015-11-19,233,agricolae
2015-11-20,174,agricolae
2015-11-21,154,agricolae
2015-11-22,124,agricolae
2015-11-23,257,agricolae
2015-11-24,256,agricolae
2015-11-25,236,agricolae
2015-11-26,269,agricolae
2015-11-27,253,agricolae
2015-11-28,129,agricolae
2015-11-29,88,agricolae
2015-11-30,268,agricolae
2015-12-01,259,agricolae
2015-12-02,198,agricolae
2015-12-03,225,agricolae
2015-12-04,252,agricolae
2015-12-05,111,agricolae
2015-12-06,114,agricolae
2015-12-07,175,agricolae
2015-12-08,191,agricolae
2015-12-09,363,agricolae
2015-12-10,259,agricolae
2015-12-11,143,agricolae
2015-12-12,94,agricolae
2015-12-13,87,agricolae
2015-12-14,200,agricolae
2015-12-15,231,agricolae
2015-12-16,193,agricolae
2015-12-17,211,agricolae
2015-12-18,106,agricolae
2015-12-19,36,agricolae
2015-12-20,83,agricolae
2015-12-21,125,agricolae
2015-12-22,96,agricolae
2015-12-23,86,agricolae
2015-12-24,39,agricolae
2015-12-25,31,agricolae
2015-12-26,27,agricolae
2015-12-27,77,agricolae
2015-12-28,57,agricolae
2015-12-29,73,agricolae
2015-12-30,79,agricolae
2015-12-31,33,agricolae
2016-01-01,20,agricolae
2016-01-02,45,agricolae
2016-01-03,37,agricolae
2016-01-04,110,agricolae
2016-01-05,124,agricolae
2016-01-06,141,agricolae
2016-01-07,195,agricolae
2016-01-08,169,agricolae
2016-01-09,117,agricolae
2016-01-10,84,agricolae
2016-01-11,140,agricolae
2016-01-12,179,agricolae
2016-01-13,166,agricolae
2016-01-14,169,agricolae
2016-01-15,235,agricolae
2016-01-16,69,agricolae
2016-01-17,73,agricolae
2016-01-18,210,agricolae
2016-01-19,259,agricolae
2016-01-20,220,agricolae
2016-01-21,266,agricolae
2016-01-22,209,agricolae
2016-01-23,116,agricolae
2016-01-24,98,agricolae
2016-01-25,234,agricolae
2016-01-26,225,agricolae
2016-01-27,282,agricolae
2016-01-28,287,agricolae
2016-01-29,179,agricolae
2016-01-30,83,agricolae
2016-01-31,108,agricolae
2016-02-01,220,agricolae
2016-02-02,271,agricolae
2016-02-03,226,agricolae
2016-02-04,207,agricolae
2016-02-05,229,agricolae
2016-02-06,110,agricolae
2016-02-07,87,agricolae
2016-02-08,267,agricolae
2016-02-09,305,agricolae
2016-02-10,197,agricolae
2016-02-11,188,agricolae
2016-02-12,165,agricolae
2016-02-13,63,agricolae
2016-02-14,123,agricolae
2016-02-15,298,agricolae
2016-02-16,235,agricolae
2016-02-17,223,agricolae
2016-02-18,269,agricolae
2016-02-19,450,agricolae
2016-02-20,123,agricolae
2016-02-21,157,agricolae
2016-02-22,331,agricolae
2016-02-23,258,agricolae
2016-02-24,331,agricolae
2016-02-25,289,agricolae
2016-02-26,285,agricolae
2016-02-27,108,agricolae
2016-02-28,97,agricolae
2016-02-29,281,agricolae
2016-03-01,343,agricolae
2016-03-02,359,agricolae
2016-03-03,212,agricolae
2016-03-04,211,agricolae
2016-03-05,86,agricolae
2016-03-06,89,agricolae
2016-03-07,239,agricolae
2016-03-08,272,agricolae
2016-03-09,218,agricolae
2016-03-10,229,agricolae
2016-03-11,207,agricolae
2016-03-12,94,agricolae
2016-03-13,69,agricolae
2016-03-14,246,agricolae
2016-03-15,325,agricolae
2016-03-16,249,agricolae
2016-03-17,181,agricolae
2016-03-18,218,agricolae
2016-03-19,84,agricolae
2016-03-20,84,agricolae
2016-03-21,216,agricolae
2016-03-22,176,agricolae
2016-03-23,207,agricolae
2016-03-24,159,agricolae
2016-03-25,111,agricolae
2016-03-26,70,agricolae
2016-03-27,70,agricolae
2016-03-28,141,agricolae
2016-03-29,196,agricolae
2016-03-30,267,agricolae
2016-03-31,316,agricolae
2016-04-01,179,agricolae
2016-04-02,111,agricolae
2016-04-03,106,agricolae
2016-04-04,218,agricolae
2016-04-05,180,agricolae
2016-04-06,190,agricolae
2016-04-07,243,agricolae
2016-04-08,283,agricolae
2016-04-09,107,agricolae
2016-04-10,125,agricolae
2016-04-11,237,agricolae
2016-04-12,220,agricolae
2016-04-13,217,agricolae
2016-04-14,289,agricolae
2016-04-15,347,agricolae
2016-04-16,97,agricolae
2016-04-17,91,agricolae
2016-04-18,196,agricolae
2016-04-19,212,agricolae
2016-04-20,239,agricolae
2016-04-21,239,agricolae
2016-04-22,336,agricolae
2016-04-23,182,agricolae
2016-04-24,97,agricolae
2016-04-25,204,agricolae
2016-04-26,197,agricolae
2016-04-27,241,agricolae
2016-04-28,268,agricolae
2016-04-29,311,agricolae
2016-04-30,137,agricolae
2016-05-01,125,agricolae
2016-05-02,322,agricolae
2016-05-03,381,agricolae
2016-05-04,337,agricolae
2016-05-05,324,agricolae
2016-05-06,289,agricolae
2016-05-07,170,agricolae
2016-05-08,92,agricolae
2016-05-09,218,agricolae
2016-05-10,236,agricolae
2016-05-11,301,agricolae
2016-05-12,261,agricolae
2016-05-13,261,agricolae
2016-05-14,109,agricolae
2016-05-15,128,agricolae
2016-05-16,219,agricolae
2016-05-17,389,agricolae
2016-05-18,370,agricolae
2016-05-19,418,agricolae
2016-05-20,313,agricolae
2016-05-21,97,agricolae
2016-05-22,123,agricolae
2016-05-23,317,agricolae
2016-05-24,410,agricolae
2016-05-25,307,agricolae
2016-05-26,332,agricolae
2016-05-27,207,agricolae
2016-05-28,237,agricolae
2016-05-29,145,agricolae
2016-05-30,210,agricolae
2016-05-31,390,agricolae
2016-06-01,327,agricolae
2016-06-02,332,agricolae
2016-06-03,393,agricolae
2016-06-04,105,agricolae
2016-06-05,112,agricolae
2016-06-06,254,agricolae
2016-06-07,340,agricolae
2016-06-08,191,agricolae
2016-06-09,203,agricolae
2016-06-10,214,agricolae
2016-06-11,149,agricolae
2016-06-12,111,agricolae
2016-06-13,377,agricolae
2016-06-14,428,agricolae
2016-06-15,369,agricolae
2016-06-16,320,agricolae
2016-06-17,271,agricolae
2016-06-18,132,agricolae
2016-06-19,136,agricolae
2016-06-20,275,agricolae
2016-06-21,278,agricolae
2016-06-22,303,agricolae
2016-06-23,307,agricolae
2016-06-24,265,agricolae
2016-06-25,84,agricolae
2016-06-26,93,agricolae
2016-06-27,217,agricolae
2016-06-28,324,agricolae
2016-06-29,281,agricolae
2016-06-30,216,agricolae
2016-07-01,215,agricolae
2016-07-02,99,agricolae
2016-07-03,86,agricolae
2016-07-04,188,agricolae
2016-07-05,275,agricolae
2016-07-06,250,agricolae
2016-07-07,247,agricolae
2016-07-08,215,agricolae
2016-07-09,100,agricolae
2016-07-10,124,agricolae
2016-07-11,199,agricolae
2016-07-12,213,agricolae
2016-07-13,185,agricolae
2016-07-14,229,agricolae
2016-07-15,192,agricolae
2016-07-16,61,agricolae
2016-07-17,90,agricolae
2016-07-18,219,agricolae
2016-07-19,164,agricolae
2016-07-20,227,agricolae
2016-07-21,199,agricolae
2016-07-22,204,agricolae
2016-07-23,76,agricolae
2016-07-24,142,agricolae
2016-07-25,228,agricolae
2016-07-26,266,agricolae
2016-07-27,243,agricolae
2016-07-28,210,agricolae
2016-07-29,210,agricolae
2016-07-30,100,agricolae
2016-07-31,55,agricolae
2016-08-01,134,agricolae
2016-08-02,170,agricolae
2016-08-03,252,agricolae
2016-08-04,184,agricolae
2016-08-05,222,agricolae
2016-08-06,95,agricolae
2016-08-07,87,agricolae
2016-08-08,192,agricolae
2016-08-09,185,agricolae
2016-08-10,188,agricolae
2016-08-11,172,agricolae
2016-08-12,146,agricolae
2016-08-13,71,agricolae
2016-08-14,81,agricolae
2016-08-15,167,agricolae
2016-08-16,158,agricolae
2016-08-17,228,agricolae
2016-08-18,221,agricolae
2016-08-19,153,agricolae
2016-08-20,65,agricolae
2016-08-21,94,agricolae
2016-08-22,234,agricolae
2016-08-23,269,agricolae
2016-08-24,242,agricolae
2016-08-25,234,agricolae
2016-08-26,220,agricolae
2016-08-27,83,agricolae
2016-08-28,78,agricolae
2016-08-29,263,agricolae
2016-08-30,251,agricolae
2016-08-31,216,agricolae
2016-09-01,255,agricolae
2016-09-02,230,agricolae
2016-09-03,132,agricolae
2016-09-04,97,agricolae
2016-09-05,207,agricolae
2016-09-06,255,agricolae
2016-09-07,303,agricolae
2016-09-08,289,agricolae
2016-09-09,237,agricolae
2016-09-10,89,agricolae
2016-09-11,175,agricolae
2016-09-12,338,agricolae
2016-09-13,367,agricolae
2016-09-14,319,agricolae
2016-09-15,561,agricolae
2016-09-16,238,agricolae
2016-09-17,114,agricolae
2016-09-18,134,agricolae
2016-09-19,366,agricolae
2016-09-20,323,agricolae
2016-09-21,426,agricolae
2016-09-22,334,agricolae
2016-09-23,207,agricolae
2016-09-24,107,agricolae
2016-09-25,145,agricolae
2016-09-26,373,agricolae
2016-09-27,346,agricolae
2016-09-28,394,agricolae
2016-09-29,340,agricolae
2016-09-30,264,agricolae
2016-10-01,104,agricolae
2016-10-02,133,agricolae
2016-10-03,342,agricolae
2016-10-04,361,agricolae
2016-10-05,411,agricolae
2016-10-06,474,agricolae
2016-10-07,304,agricolae
2016-10-08,133,agricolae
2016-10-09,177,agricolae
2016-10-10,298,agricolae
2016-10-11,307,agricolae
2016-10-12,295,agricolae
2016-10-13,384,agricolae
2016-10-14,263,agricolae
2016-10-15,195,agricolae
2016-10-16,136,agricolae
2016-10-17,355,agricolae
2016-10-18,429,agricolae
2016-10-19,433,agricolae
2016-10-20,355,agricolae
2016-10-21,337,agricolae
2016-10-22,169,agricolae
2016-10-23,183,agricolae
2016-10-24,324,agricolae
2016-10-25,434,agricolae
2016-10-26,290,agricolae
2016-10-27,379,agricolae
2016-10-28,403,agricolae
2016-10-29,111,agricolae
2016-10-30,187,agricolae
2016-10-31,367,agricolae
2016-11-01,371,agricolae
2016-11-02,360,agricolae
2016-11-03,494,agricolae
2016-11-04,419,agricolae
2016-11-05,172,agricolae
2016-11-06,192,agricolae
2016-11-07,411,agricolae
2016-11-08,502,agricolae
2016-11-09,345,agricolae
2016-11-10,473,agricolae
2016-11-11,346,agricolae
2016-11-12,157,agricolae
2016-11-13,196,agricolae
2016-11-14,362,agricolae
2016-11-15,478,agricolae
2016-11-16,479,agricolae
2016-11-17,535,agricolae
2016-11-18,546,agricolae
2016-11-19,144,agricolae
2016-11-20,203,agricolae
2016-11-21,291,agricolae
2016-11-22,368,agricolae
2016-11-23,385,agricolae
2016-11-24,194,agricolae
2016-11-25,245,agricolae
2016-11-26,137,agricolae
2016-11-27,164,agricolae
2016-11-28,253,agricolae
2016-11-29,347,agricolae
2016-11-30,422,agricolae
2016-12-01,367,agricolae
2016-12-02,298,agricolae
2016-12-03,202,agricolae
2016-12-04,174,agricolae
2016-12-05,492,agricolae
2016-12-06,371,agricolae
2016-12-07,327,agricolae
2016-12-08,281,agricolae
2016-12-09,234,agricolae
2016-12-10,146,agricolae
2016-12-11,118,agricolae
2016-12-12,326,agricolae
2016-12-13,351,agricolae
2016-12-14,309,agricolae
2016-12-15,242,agricolae
2016-12-16,232,agricolae
2016-12-17,79,agricolae
2016-12-18,105,agricolae
2016-12-19,249,agricolae
2016-12-20,187,agricolae
2016-12-21,175,agricolae
2016-12-22,189,agricolae
2016-12-23,116,agricolae
2016-12-24,57,agricolae
2016-12-25,34,agricolae
2016-12-26,84,agricolae
2016-12-27,122,agricolae
2016-12-28,134,agricolae
2016-12-29,135,agricolae
2016-12-30,87,agricolae
2016-12-31,36,agricolae
2017-01-01,58,agricolae
2017-01-02,117,agricolae
2017-01-03,174,agricolae
2017-01-04,185,agricolae
2017-01-05,184,agricolae
2017-01-06,162,agricolae
2017-01-07,87,agricolae
2017-01-08,89,agricolae
2017-01-09,325,agricolae
2017-01-10,255,agricolae
2017-01-11,265,agricolae
2017-01-12,326,agricolae
2017-01-13,203,agricolae
2017-01-14,116,agricolae
2017-01-15,123,agricolae
2017-01-16,294,agricolae
2017-01-17,282,agricolae
2017-01-18,364,agricolae
2017-01-19,409,agricolae
2017-01-20,294,agricolae
2017-01-21,159,agricolae
2017-01-22,171,agricolae
2017-01-23,258,agricolae
2017-01-24,367,agricolae
2017-01-25,271,agricolae
2017-01-26,313,agricolae
2017-01-27,289,agricolae
2017-01-28,131,agricolae
2017-01-29,161,agricolae
2017-01-30,334,agricolae
2017-01-31,281,agricolae
2017-02-01,324,agricolae
2017-02-02,368,agricolae
2017-02-03,263,agricolae
2017-02-04,116,agricolae
2017-02-05,121,agricolae
2017-02-06,275,agricolae
2017-02-07,357,agricolae
2017-02-08,301,agricolae
2017-02-09,389,agricolae
2017-02-10,218,agricolae
2017-02-11,93,agricolae
2017-02-12,173,agricolae
2017-02-13,370,agricolae
2017-02-14,351,agricolae
2017-02-15,327,agricolae
2017-02-16,558,agricolae
2017-02-17,531,agricolae
2017-02-18,146,agricolae
2017-02-19,175,agricolae
2017-02-20,308,agricolae
2017-02-21,399,agricolae
2017-02-22,663,agricolae
2017-02-23,500,agricolae
2017-02-24,442,agricolae
2017-02-25,182,agricolae
2017-02-26,142,agricolae
2017-02-27,347,agricolae
2017-02-28,352,agricolae
2017-03-01,185,agricolae
2017-03-02,512,agricolae
2017-03-03,400,agricolae
2017-03-04,235,agricolae
2017-03-05,177,agricolae
2017-03-06,428,agricolae
2017-03-07,390,agricolae
2017-03-08,410,agricolae
2017-03-09,453,agricolae
2017-03-10,371,agricolae
2017-03-11,163,agricolae
2017-03-12,177,agricolae
2017-03-13,437,agricolae
2017-03-14,469,agricolae
2017-03-15,345,agricolae
2017-03-16,455,agricolae
2017-03-17,306,agricolae
2017-03-18,174,agricolae
2017-03-19,161,agricolae
2017-03-20,342,agricolae
2017-03-21,410,agricolae
2017-03-22,365,agricolae
2017-03-23,412,agricolae
2017-03-24,309,agricolae
2017-03-25,156,agricolae
2017-03-26,200,agricolae
2017-03-27,537,agricolae
2017-03-28,493,agricolae
2017-03-29,566,agricolae
2017-03-30,589,agricolae
2017-03-31,542,agricolae
2017-04-01,209,agricolae
2017-04-02,240,agricolae
2017-04-03,594,agricolae
2017-04-04,589,agricolae
2017-04-05,547,agricolae
2017-04-06,418,agricolae
2017-04-07,460,agricolae
2017-04-08,167,agricolae
2017-04-09,177,agricolae
2017-04-10,369,agricolae
2017-04-11,394,agricolae
2017-04-12,427,agricolae
2017-04-13,329,agricolae
2017-04-14,203,agricolae
2017-04-15,139,agricolae
2017-04-16,152,agricolae
2017-04-17,234,agricolae
2017-04-18,376,agricolae
2017-04-19,338,agricolae
2017-04-20,582,agricolae
2017-04-21,331,agricolae
2017-04-22,216,agricolae
2017-04-23,231,agricolae
2017-04-24,428,agricolae
2017-04-25,566,agricolae
2017-04-26,385,agricolae
2017-04-27,407,agricolae
2017-04-28,442,agricolae
2017-04-29,210,agricolae
2017-04-30,193,agricolae
2017-05-01,359,agricolae
2017-05-02,387,agricolae
2017-05-03,523,agricolae
2017-05-04,377,agricolae
2017-05-05,484,agricolae
2017-05-06,256,agricolae
2017-05-07,176,agricolae
2017-05-08,380,agricolae
2017-05-09,452,agricolae
2017-05-10,505,agricolae
2017-05-11,513,agricolae
2017-05-12,490,agricolae
2017-05-13,201,agricolae
2017-05-14,180,agricolae
2017-05-15,392,agricolae
2017-05-16,544,agricolae
2017-05-17,528,agricolae
2017-05-18,406,agricolae
2017-05-19,400,agricolae
2017-05-20,142,agricolae
2017-05-21,186,agricolae
2017-05-22,447,agricolae
2017-05-23,432,agricolae
2017-05-24,581,agricolae
2017-05-25,337,agricolae
2017-05-26,281,agricolae
2017-05-27,176,agricolae
2017-05-28,156,agricolae
2017-05-29,343,agricolae
2017-05-30,383,agricolae
2017-05-31,375,agricolae
2017-06-01,360,agricolae
2017-06-02,277,agricolae
2017-06-03,162,agricolae
2017-06-04,140,agricolae
2017-06-05,328,agricolae
2017-06-06,376,agricolae
2017-06-07,390,agricolae
2017-06-08,612,agricolae
2017-06-09,264,agricolae
2017-06-10,143,agricolae
2017-06-11,162,agricolae
2017-06-12,326,agricolae
2017-06-13,350,agricolae
2017-06-14,434,agricolae
2017-06-15,390,agricolae
2017-06-16,243,agricolae
2017-06-17,147,agricolae
2017-06-18,163,agricolae
2017-06-19,386,agricolae
2017-06-20,349,agricolae
2017-06-21,371,agricolae
2017-06-22,318,agricolae
2017-06-23,266,agricolae
2017-06-24,115,agricolae
2017-06-25,125,agricolae
2017-06-26,306,agricolae
2017-06-27,297,agricolae
2017-06-28,309,agricolae
2017-06-29,260,agricolae
2017-06-30,203,agricolae
2017-07-01,91,agricolae
2017-07-02,113,agricolae
2017-07-03,234,agricolae
2017-07-04,294,agricolae
2017-07-05,294,agricolae
2017-07-06,244,agricolae
2017-07-07,268,agricolae
2017-07-08,111,agricolae
2017-07-09,133,agricolae
2017-07-10,252,agricolae
2017-07-11,258,agricolae
2017-07-12,262,agricolae
2017-07-13,204,agricolae
2017-07-14,207,agricolae
2017-07-15,92,agricolae
2017-07-16,77,agricolae
2017-07-17,194,agricolae
2017-07-18,248,agricolae
2017-07-19,381,agricolae
2017-07-20,276,agricolae
2017-07-21,272,agricolae
2017-07-22,117,agricolae
2017-07-23,91,agricolae
2017-07-24,248,agricolae
2017-07-25,248,agricolae
2017-07-26,2611,agricolae
2017-07-27,3109,agricolae
2017-07-28,356,agricolae
2017-07-29,144,agricolae
2017-07-30,151,agricolae
2017-07-31,361,agricolae
2017-08-01,351,agricolae
2017-08-02,386,agricolae
2017-08-03,294,agricolae
2017-08-04,232,agricolae
2017-08-05,1899,agricolae
2017-08-06,2981,agricolae
2017-08-07,300,agricolae
2017-08-08,330,agricolae
2017-08-09,316,agricolae
2017-08-10,310,agricolae
2017-08-11,292,agricolae
2017-08-12,117,agricolae
2017-08-13,178,agricolae
2017-08-14,292,agricolae
2017-08-15,302,agricolae
2017-08-16,334,agricolae
2017-08-17,340,agricolae
2017-08-18,484,agricolae
2017-08-19,190,agricolae
2017-08-20,173,agricolae
2017-08-21,298,agricolae
2017-08-22,346,agricolae
2017-08-23,447,agricolae
2017-08-24,434,agricolae
2017-08-25,399,agricolae
2017-08-26,245,agricolae
2017-08-27,124,agricolae
2017-08-28,267,agricolae
2017-08-29,553,agricolae
2017-08-30,491,agricolae
2017-08-31,458,agricolae
2017-09-01,830,agricolae
2017-09-02,2730,agricolae
2017-09-03,305,agricolae
2017-09-04,530,agricolae
2017-09-05,553,agricolae
2017-09-06,593,agricolae
2017-09-07,495,agricolae
2017-09-08,366,agricolae
2017-09-09,153,agricolae
2017-09-10,227,agricolae
2017-09-11,507,agricolae
2017-09-12,811,agricolae
2017-09-13,4214,agricolae
2017-09-14,2031,agricolae
2017-09-15,429,agricolae
2017-09-16,274,agricolae
2017-09-17,214,agricolae
2017-09-18,487,agricolae
2017-09-19,551,agricolae
2017-09-20,689,agricolae
2017-09-21,738,agricolae
2017-09-22,384,agricolae
2017-09-23,256,agricolae
2017-09-24,236,agricolae
2017-09-25,535,agricolae
2017-09-26,578,agricolae
2017-09-27,698,agricolae
2017-09-28,560,agricolae
2017-09-29,456,agricolae
2017-09-30,221,agricolae
2017-10-01,297,agricolae
2017-10-02,494,agricolae
2017-10-03,521,agricolae
2017-10-04,623,agricolae
2017-10-05,489,agricolae
2017-10-06,479,agricolae
2017-10-07,247,agricolae
2017-10-08,223,agricolae
2017-10-09,445,agricolae
2017-10-10,562,agricolae
2017-10-11,491,agricolae
2017-10-12,423,agricolae
2017-10-13,465,agricolae
2017-10-14,290,agricolae
2017-10-15,275,agricolae
2017-10-16,670,agricolae
2017-10-17,535,agricolae
2017-10-18,485,agricolae
2017-10-19,642,agricolae
2017-10-20,408,agricolae
2017-10-21,303,agricolae
2017-10-22,312,agricolae
2017-10-23,544,agricolae
2017-10-24,601,agricolae
2017-10-25,428,agricolae
2017-10-26,548,agricolae
2017-10-27,515,agricolae
2017-10-28,238,agricolae
2017-10-29,203,agricolae
2017-10-30,666,agricolae
2017-10-31,550,agricolae
2017-11-01,528,agricolae
2017-11-02,533,agricolae
2017-11-03,609,agricolae
2017-11-04,243,agricolae
2017-11-05,269,agricolae
2017-11-06,661,agricolae
2017-11-07,712,agricolae
2017-11-08,739,agricolae
2017-11-09,593,agricolae
2017-11-10,480,agricolae
2017-11-11,229,agricolae
2017-11-12,249,agricolae
2017-11-13,709,agricolae
2017-11-14,648,agricolae
2017-11-15,630,agricolae
2017-11-16,572,agricolae
2017-11-17,614,agricolae
2017-11-18,206,agricolae
2017-11-19,272,agricolae
2017-11-20,595,agricolae
2017-11-21,567,agricolae
2017-11-22,572,agricolae
2017-11-23,466,agricolae
2017-11-24,307,agricolae
2017-11-25,274,agricolae
2017-11-26,257,agricolae
2017-11-27,520,agricolae
2017-11-28,645,agricolae
2017-11-29,636,agricolae
2017-11-30,638,agricolae
2017-12-01,507,agricolae
2017-12-02,256,agricolae
2017-12-03,241,agricolae
2017-12-04,507,agricolae
2017-12-05,635,agricolae
2017-12-06,396,agricolae
2017-12-07,416,agricolae
2017-12-08,329,agricolae
2017-12-09,231,agricolae
2017-12-10,248,agricolae
2017-12-11,436,agricolae
2017-12-12,435,agricolae
2017-12-13,478,agricolae
2017-12-14,499,agricolae
2017-12-15,336,agricolae
2017-12-16,178,agricolae
2017-12-17,209,agricolae
2017-12-18,327,agricolae
2017-12-19,299,agricolae
2017-12-20,332,agricolae
2017-12-21,246,agricolae
2017-12-22,182,agricolae
2017-12-23,95,agricolae
2017-12-24,89,agricolae
2017-12-25,94,agricolae
2017-12-26,161,agricolae
2017-12-27,155,agricolae
2017-12-28,155,agricolae
2017-12-29,143,agricolae
2017-12-30,109,agricolae
2017-12-31,76,agricolae
2018-01-01,72,agricolae
2018-01-02,165,agricolae
2018-01-03,294,agricolae
2018-01-04,238,agricolae
2018-01-05,238,agricolae
2018-01-06,92,agricolae
2018-01-07,157,agricolae
2018-01-08,245,agricolae
2018-01-09,317,agricolae
2018-01-10,285,agricolae
2018-01-11,345,agricolae
2018-01-12,260,agricolae
2018-01-13,128,agricolae
2018-01-14,176,agricolae
2018-01-15,292,agricolae
2018-01-16,377,agricolae
2018-01-17,448,agricolae
2018-01-18,325,agricolae
2018-01-19,369,agricolae
2018-01-20,194,agricolae
2018-01-21,138,agricolae
2018-01-22,391,agricolae
2018-01-23,387,agricolae
2018-01-24,398,agricolae
2018-01-25,400,agricolae
2018-01-26,361,agricolae
2018-01-27,205,agricolae
2018-01-28,171,agricolae
2018-01-29,414,agricolae
2018-01-30,389,agricolae
2018-01-31,384,agricolae
2018-02-01,439,agricolae
2018-02-02,335,agricolae
2018-02-03,214,agricolae
2018-02-04,215,agricolae
2018-02-05,433,agricolae
2018-02-06,402,agricolae
2018-02-07,407,agricolae
2018-02-08,515,agricolae
2018-02-09,342,agricolae
2018-02-10,133,agricolae
2018-02-11,228,agricolae
2018-02-12,367,agricolae
2018-02-13,462,agricolae
2018-02-14,471,agricolae
2018-02-15,613,agricolae
2018-02-16,284,agricolae
2018-02-17,240,agricolae
2018-02-18,182,agricolae
2018-02-19,417,agricolae
2018-02-20,582,agricolae
2018-02-21,601,agricolae
2018-02-22,608,agricolae
2018-02-23,507,agricolae
2018-02-24,159,agricolae
2018-02-25,179,agricolae
2018-02-26,448,agricolae
2018-02-27,447,agricolae
2018-02-28,542,agricolae
2018-03-01,548,agricolae
2018-03-02,489,agricolae
2018-03-03,204,agricolae
2018-03-04,289,agricolae
2018-03-05,428,agricolae
2018-03-06,518,agricolae
2018-03-07,491,agricolae
2018-03-08,452,agricolae
2018-03-09,468,agricolae
2018-03-10,252,agricolae
2018-03-11,175,agricolae
2018-03-12,450,agricolae
2018-03-13,522,agricolae
2018-03-14,376,agricolae
2018-03-15,460,agricolae
2018-03-16,406,agricolae
2018-03-17,230,agricolae
2018-03-18,209,agricolae
2018-03-19,460,agricolae
2018-03-20,424,agricolae
2018-03-21,573,agricolae
2018-03-22,429,agricolae
2018-03-23,393,agricolae
2018-03-24,194,agricolae
2018-03-25,223,agricolae
2018-03-26,474,agricolae
2018-03-27,496,agricolae
2018-03-28,514,agricolae
2018-03-29,435,agricolae
2018-03-30,251,agricolae
2018-03-31,181,agricolae
2018-04-01,201,agricolae
2018-04-02,537,agricolae
2018-04-03,504,agricolae
2018-04-04,613,agricolae
2018-04-05,526,agricolae
2018-04-06,466,agricolae
2018-04-07,300,agricolae
2018-04-08,274,agricolae
2018-04-09,488,agricolae
2018-04-10,443,agricolae
2018-04-11,497,agricolae
2018-04-12,650,agricolae
2018-04-13,662,agricolae
2018-04-14,382,agricolae
2018-04-15,326,agricolae
2018-04-16,618,agricolae
2018-04-17,619,agricolae
2018-04-18,472,agricolae
2018-04-19,617,agricolae
2018-04-20,613,agricolae
2018-04-21,337,agricolae
2018-04-22,281,agricolae
2018-04-23,565,agricolae
2018-04-24,735,agricolae
2018-04-25,789,agricolae
2018-04-26,561,agricolae
2018-04-27,490,agricolae
2018-04-28,325,agricolae
2018-04-29,272,agricolae
2018-04-30,492,agricolae
2018-05-01,433,agricolae
2018-05-02,711,agricolae
2018-05-03,680,agricolae
2018-05-04,528,agricolae
2018-05-05,274,agricolae
2018-05-06,278,agricolae
2018-05-07,459,agricolae
2018-05-08,515,agricolae
2018-05-09,553,agricolae
2018-05-10,484,agricolae
2018-05-11,499,agricolae
2018-05-12,297,agricolae
2018-05-13,256,agricolae
2018-05-14,547,agricolae
2018-05-15,499,agricolae
2018-05-16,498,agricolae
2018-05-17,559,agricolae
2018-05-18,497,agricolae
2018-05-19,245,agricolae
2018-05-20,264,agricolae
2018-05-21,453,agricolae
2018-05-22,671,agricolae
2018-05-23,633,agricolae
2018-05-24,714,agricolae
2018-05-25,525,agricolae
2018-05-26,241,agricolae
2018-05-27,282,agricolae
2018-05-28,484,agricolae
2018-05-29,612,agricolae
2018-05-30,519,agricolae
2018-05-31,444,agricolae
2018-06-01,449,agricolae
2018-06-02,240,agricolae
2018-06-03,209,agricolae
2018-06-04,493,agricolae
2018-06-05,510,agricolae
2018-06-06,614,agricolae
2018-06-07,471,agricolae
2018-06-08,403,agricolae
2018-06-09,245,agricolae
2018-06-10,174,agricolae
2018-06-11,577,agricolae
2018-06-12,421,agricolae
2018-06-13,525,agricolae
2018-06-14,593,agricolae
2018-06-15,304,agricolae
2018-06-16,199,agricolae
2018-06-17,183,agricolae
2018-06-18,420,agricolae
2018-06-19,540,agricolae
2018-06-20,532,agricolae
